84.03,89.91
84.25,90.61
73.31,86.86
83.38,87.79
73.75,85.93
72.69,92.19
72.42,91.82
96.02,87.52
96.31,98.66
71.02,92.76
73.77,91.22
96.71,95.75
83.41,82.63
73.33,89.73
75.37,89.93
72.11,90.6
94.95,86.89
82.8,91.59
95.13,83.35
71.82,90.32
73.87,91.32
94.37,89.88
85.07,91.09
96.91,87.71
93.3,91.65
94.57,88.88
83.81,85.02
95.91,89.07
83.45,88.14
72.62,86.93
72.66,91.51
73.61,90.12
81.57,89.24
85.85,88.36
82.95,95.03
72.44,93.52
83.87,89.43
71.98,90.26
95.89,94.54
71.3,95.38
94.73,93.31
86.31,89.02
83.99,88.25
85.28,92.25
95.64,87.41
83.41,86.79
72.22,88.93
83.18,92.87
73.47,90.48
97.31,90.73
94.43,93.37
72.13,90.7
94.53,86.58
96.01,92.53
71.88,91.43
74.01,89.73
96.09,88.76
73.77,88.37
72.19,89.93
72.32,87.6
95.19,88.46
72.57,85.54
73.56,88.44
73.26,87.92
83.61,91.73
72.23,94.36
93.73,93.11
84.36,93.14
84.2,92.03
97.39,91.64
83.37,92.25
83.45,87.81
94.61,92.5
84.42,86.4
95.04,91.86
72.87,87.5
73.03,87.09
84,88.64
84.26,86.09
95.43,90.05
73.55,93.33
93.55,89.25
75.03,91.49
72.4,90.49
94.4,93.64
72.97,89.53
73.28,90.88
83.66,97.4
82.82,93.44
93.97,87.2
73.2,93.36
95.03,87.23
83.03,90.03
96.7,90.87
93.6,92.61
95.22,88.81
75.04,91.61
83.52,95.31
94.95,84.28
83.99,86.77
72.39,93.58
74.42,89.12
74.59,89.89
95.42,92.77
85.2,96.67
84.89,86.09
94.22,87.27
83.39,89.77
75.61,90
85.68,90.32
83.37,89.06
85.89,93.66
74.24,87.27
83.78,90.61
95.55,92.97
81.82,91.13
85.51,88.13
72.52,90.36
84.94,89.05
83.31,88.2
73.17,94.06
73,89.41
71.95,88.27
71.89,87.73
94.65,90.36
95.08,85.51
95.23,85.06
72.98,90.58
94.98,86.13
74.18,88.8
72.66,92.33
94.81,92.77
96.13,94.63
83.24,86.97
81.91,92.57
73.53,90.98
95.02,93.76
74.05,90.66
82.43,92.45
82.64,93.42
71.79,88.76
95.12,88.62
83.26,86.01
71.59,89.74
72.35,91.07
73.45,87.77
84.34,90.22
95.03,88.93
73.61,88.7
93.27,92.34
73.74,92.45
94.66,93.44
73.58,86.75
94.23,89.59
73.33,91.97
73.22,86.12
83.77,95.78
84.44,90.7
94.82,88.36
72.81,93.1
73.26,91.13
83.16,90.33
73.29,87.96
71.42,84.7
72.63,87.11
96.36,88.06
73.15,91.36
84.39,91.84
83.11,87.64
74.11,92.48
94.16,92
72.42,89.62
96.13,87.15
72.57,92.68
71.83,89.61
84.85,86.96
74.3,90.76
83.74,91.57
85.54,85.62
82.81,95.6
93.35,83.55
94.92,85.09
93.65,93.67
72.7,90.98
83.09,88.71
83.45,90.03
94.94,92.19
95.68,87.4
84.4,92.78
95.43,92.09
74,89.86
94.02,90.57
73.07,88.11
70.94,87.43
94.46,88.83
73.54,93.09
71.93,89.28
94.31,88.65
73.65,87.06
95.86,86.6
83.7,90.07
73.43,93.12
72.65,93.69
83.72,91.68
93.69,89.07
73.09,88.9
72.56,91.1
84.41,92.81
95.03,92.92
95.13,83.64
74.02,89.86
96.28,87.1
72.56,88.59
94.02,95.21
73.83,87.67
94.02,84.95
96.49,90.53
96.92,89.63
72.42,88.75
72.36,92.64
74.91,91.7
73,91.13
73.48,89.17
95.76,91.05
73.24,89.13
84.16,90.56
83.75,91.73
85.94,91.02
74.42,87.98
74.36,88.39
72.62,86.88
74.65,92.99
85.38,89.92
72.42,88.03
94.24,92.03
94.65,88.47
72.92,91.34
92.11,94.55
72.45,92.81
72.93,89.52
82.85,89.66
74.06,95.81
72.61,89.49
72.47,90.9
93.7,90.98
74.07,92.77
84.52,90.65
73.89,91.1
71.67,90.97
93.23,98.07
74.31,92.63
93.71,87.37
73.29,86.35
94.88,85.16
74.54,95.52
73.66,87.54
84.87,92.98
72.38,91.6
92.64,85.42
83.74,96.07
71.17,91.66
74.36,95.46
83.34,91.03
74.11,90.54
96.24,86.94
74.93,90.11
73.32,90.41
72.96,85.44
72.68,89.94
72.27,90.49
83.62,87.84
94.77,91.23
83.91,86.36
73.87,88.28
84.83,90.32
83.05,88.18
83.32,91.27
73.83,88.91
84.1,87.38
94.9,92.79
74.56,91.8
83.84,91.71
93.44,92.06
84.77,93.03
71.61,92.97
74.38,90.1
92.77,88.65
94.48,89.67
96.1,93.71
95.44,86.41
94.79,88.31
84.51,93.13
72.93,92.54
82.97,88.51
72.62,89.38
74.15,89.53
83.47,89.17
73.54,82.67
72.33,88.72
72.26,90.93
96.52,97.35
73.37,85.61
73.58,88.09
84.19,88.84
94.4,87.17
94.27,87.98
73.13,84.23
71.7,89.66
83.02,88.44
94.53,91.6
85,90.17
93.91,93.2
72.59,94.86
94.25,90.37
82.41,86.29
71.03,90.73
74.63,94.19
71.83,89.71
95.16,91.16
83.55,87.1
85.69,94.53
71.47,91.21
83.93,88.73
94.99,84.98
83.66,87.94
84.29,86.92
83.26,88.52
85.11,91.04
82.26,92.49
83.94,90.47
94.81,90.25
84.35,91.12
95.53,97.96
72.64,91
95.31,90.42
85.53,94.73
71.7,90.27
95.68,87.98
94.5,92.8
73.03,88.93
81.55,90.61
85.41,92.63
83.76,92.42
72.03,85.19
83.67,82.91
85.87,87.89
73.19,94.96
72.95,90.71
94.28,89.54
74.08,89.53
73.09,93.11
82.72,90.99
95.69,91.43
95.82,83.73
83.81,89.48
72.85,90.06
94.51,87.42
72.65,89.93
73.51,88.19
73.6,92.61
94.86,88.29
95.62,93.91
81.95,89.87
73.38,92.69
73.74,96.85
93.92,90.2
73.44,94.48
84.83,86.78
94.42,95.47
93.73,86.37
94.12,89.8
71.9,89.02
95.47,86.55
73,86.08
71.74,91.94
94.31,85.83
95.42,85.98
94.71,93.39
96.2,90.01
85.03,91.14
74.02,87.3
83.19,89.41
84.43,90.92
83.81,90.5
96.5,95.36
72.3,88.13
94.62,89.55
73.15,92.5
95.32,92.84
73.13,84.08
94.13,88.82
85.02,87.97
83.7,89.95
83.97,91.55
95.46,91.33
95.77,93.42
84.44,91.34
93.6,90.95
94.91,92.84
95.28,91.29
83.67,86.03
73.7,90.33
82.95,85.04
73.42,93.33
84.2,83.68
84.93,88.35
72.14,90.28
72.49,89.89
83.61,95.65
73.74,90.17
73.02,88.16
93.52,91.76
95.54,86.38
73.64,91.64
94.26,90.75
83.64,88.82
95.43,88.13
95.57,86.43
95.98,84.36
93.45,88.73
85.12,92.33
93.05,87.86
95.08,94.75
83.27,87.34
95.22,96.42
95.27,87.92
73.72,90.3
85.65,94.3
84.17,93.7
92.21,87.73
73.24,92.22
93.66,86.66
93.97,84.88
82.64,91.98
93.28,84.81
93.61,83.59
85.17,89.82
71.49,94.16
71.78,93.65
96.52,85.51
83.78,90.11
94.26,92.41
73.8,92.92
72.67,94.68
84.65,94.76
74.29,92.57
84.49,85.73
95.32,90.12
94.55,85.86
93.53,93.7
72.71,95.23
95.98,84
83.52,92.51
94.6,88.97
83.68,88.57
85.53,87.33
74.71,93.79
82.63,91.15
84.95,89.64
95.63,91.25
73.16,93.04
72.57,87.39
94.13,87.62
72.13,92.07
93.68,94.76
73.04,93.75
74.16,89.65
95.46,86
95.65,82.97
73,87.22
85.63,93.39
84.22,88.35
73.91,90.85
85.37,90.64
74.86,83.39
71.9,93.75
84.25,96.07
82.12,89.88
94.29,93
73.82,87.73
84.46,91.79
94.26,96.37
74.09,93.94
85.57,87.9
85.21,86.94
73.36,90.16
75.57,89.29
73.36,89.81
96.1,93.81
73.15,90.66
95.24,94.99
95.69,89.87
84,89.6
83.13,92.38
72.8,91.28
83.62,89.37
96.26,85.24
83.54,86.65
74.78,91.85
84.6,91.63
73.56,85.6
81.51,90.36
83.7,91.59
95.63,86.47
84.03,87.01
72.59,93.58
94.27,84.74
71.6,91.34
73.55,92.93
73.92,84.63
72.28,89.61
73.29,86.47
84.25,90.27
73.25,88.73
73.33,85.05
75.4,91.85
82.09,91.79
84.23,88.14
82.3,91.58
83.47,85.97
95,86.3
75.29,86.54
83.18,89.67
96.91,88.43
70.98,95.73
83.43,89.79
96.2,91.69
95.53,91.72
94.15,91.12
74.4,90.58
95.12,93.73
73.93,86.51
72.97,94.91
83.91,92.06
85.97,86.55
95.72,93.33
74.74,93.55
85.67,95.12
71.4,88.74
83.79,94.92
73.35,90.79
73.2,85.61
73.63,87.67
83.26,92.79
94.53,95.38
85.78,86.45
73.15,89.67
95.24,88.03
84.35,95.64
96.51,87.31
71.58,93.99
71.72,88.13
95.92,92.33
71.23,86.03
84.04,94.5
95.08,83.39
95.6,90.97
85.2,91.26
84.41,87.54
94.75,87.1
96.11,91.83
73.26,86.89
93.19,89.92
94.59,81.54
72.41,83.76
71.51,89.87
83.91,93.35
73.93,85.05
86.35,92.04
73.08,91.48
84.71,88.23
71.1,89.93
72.98,96.57
84.07,85.8
95.44,91.44
95.6,90.62
74.59,90.97
73.3,89.98
84.08,90.84
71.69,89.25
94.49,84.92
83.82,88.25
71.89,90.7
94.36,90.78
82.56,91.81
73.25,96.66
96.86,85.04
95.22,92.04
95.12,90.41
93.64,89.89
95.58,87.92
85.11,89.62
73.34,92.04
82,91.28
95.43,85.18
95.76,92.72
73.72,90.75
84.07,95.68
72.01,86.66
94.28,87.83
74.83,84.74
73.12,90.01
72.23,92.99
82.39,88.56
95.39,88.44
71.43,89.12
74.12,89.52
73.48,93.07
72.66,90.05

